fund_return_category_rank_1year,fund_beta_3years,fund_stdev_3years,fund_return_category_rank_ytd,fund_beta_5years,fund_stdev_5years,fund_stdev_10years,fund_r_squared_3years,fund_return_category_rank_3months,fund_return_2020_q1,fund_category_enc,investment_type_Growth,investment_type_Unknown,investment_type_Value,size_type_Medium,size_type_Small,size_type_Unknown,morningstar_risk_rating
97.0,1.2,24.38,96.0,1.18,20.04,17.08,83.29,91.0,-0.32427,88,False,False,True,False,True,False,1
73.0,0.65,7.57,69.0,0.66,6.2,6.34,94.98,75.0,-0.07812,91,False,False,False,False,False,False,3
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,45,False,True,False,False,False,True,3
100.0,1.01,16.41,100.0,1.01,13.51,13.17,87.57,96.0,0.00794,88,False,False,True,False,True,False,3
56.0,1.13,22.24,40.0,1.1,17.79,15.78,88.65,41.0,-0.29441,55,False,False,True,True,False,False,2
58.0,1.37,27.47,67.0,1.33,22.16,19.47,84.96,21.0,-0.34331,88,False,False,True,False,True,False,3
7.0,1.26,25.51,14.0,1.22,20.88,18.21,82.97,6.0,-0.32296,86,False,False,False,False,True,False,3
91.0,0.64,15.1,94.0,0.64,12.68,10.33,61.79,15.0,-0.23336,88,False,False,True,False,True,False,1
36.0,1.01,18.84,54.0,1.0,15.23,13.98,98.14,51.0,-0.18893,43,False,False,False,False,False,False,3
2.0,1.44,30.58,12.0,1.38,25.16,21.85,76.11,14.0,-0.29214,86,False,False,False,False,True,False,5
53.0,1.13,22.29,40.0,1.11,17.83,15.81,88.68,37.0,-0.29461,55,False,False,True,True,False,False,2
61.0,1.15,20.98,66.0,1.12,17.13,16.83,92.73,22.0,-0.27358,28,False,False,False,True,False,False,3
74.0,1.3,14.86,69.0,1.3,11.96,13.17,99.26,18.0,-0.18271,97,False,False,False,False,False,False,2
64.0,1.3,14.87,50.0,1.3,11.97,13.17,99.21,11.0,-0.18157,97,False,False,False,False,False,False,2
67.0,1.3,14.87,63.0,1.3,11.97,13.17,99.24,14.0,-0.18233,97,False,False,False,False,False,False,2
82.0,1.38,15.76,68.0,1.38,12.66,13.17,99.21,22.0,-0.19576,98,False,False,False,False,False,False,2
79.0,1.38,15.8,62.0,1.38,12.68,13.17,99.19,26.0,-0.19555,98,False,False,False,False,False,False,2
72.0,1.38,15.78,57.0,1.38,12.67,13.17,99.24,12.0,-0.19459,98,False,False,False,False,False,False,2
45.0,0.92,10.54,57.0,0.93,8.58,8.8,97.93,51.0,-0.11782,93,False,False,False,False,False,False,4
56.0,0.95,17.76,69.0,0.96,14.45,13.36,98.64,10.0,-0.1939,43,False,False,False,False,False,False,2
16.0,1.12,16.47,5.0,1.17,14.03,13.17,59.2,31.0,-0.23289,90,False,False,True,True,False,False,4
19.0,1.12,16.42,5.0,1.17,13.99,13.17,59.44,32.0,-0.2343,90,False,False,True,True,False,False,4
15.0,1.12,16.52,4.0,1.18,14.08,13.17,59.25,27.0,-0.23281,90,False,False,True,True,False,False,4
32.0,1.04,19.85,51.0,1.05,16.74,17.1,85.57,52.0,-0.26124,14,False,False,False,False,False,False,3
31.0,1.04,19.88,51.0,1.05,16.77,17.11,85.56,51.0,-0.26115,14,False,False,False,False,False,False,3
47.0,1.02,4.68,50.0,1.18,5.24,5.58,55.59,50.0,-0.01107,114,False,True,False,False,False,True,2
44.0,1.02,4.66,47.0,1.18,5.22,5.57,55.94,46.0,-0.0105,114,False,True,False,False,False,True,2
38.0,1.01,18.07,31.0,1.0,14.9,14.67,96.86,24.0,-0.22921,25,False,False,True,False,False,False,3
64.0,0.94,17.58,24.0,0.94,14.2,14.03,99.0,27.0,-0.20526,43,False,False,False,False,False,False,3
35.0,1.01,18.06,30.0,1.0,14.89,14.67,96.88,23.0,-0.22812,25,False,False,True,False,False,False,3
6.0,0.88,19.12,22.0,0.91,16.72,13.17,65.96,1.0,-0.12137,26,True,False,False,False,False,False,5
6.0,0.88,19.1,23.0,0.91,16.72,13.17,65.91,1.0,-0.12123,26,True,False,False,False,False,False,4
10.0,0.88,19.08,27.0,0.91,16.69,13.17,65.97,1.0,-0.12305,26,True,False,False,False,False,False,4
5.0,0.88,19.11,22.0,0.91,16.72,13.17,66.01,1.0,-0.12088,26,True,False,False,False,False,False,5
5.0,0.88,19.14,21.0,0.91,16.74,13.17,65.9,1.0,-0.12107,26,True,False,False,False,False,False,5
7.0,0.88,19.11,23.0,0.91,16.72,13.17,65.88,1.0,-0.12214,26,True,False,False,False,False,False,4
5.0,0.88,19.11,22.0,0.91,16.72,13.17,65.94,1.0,-0.12071,26,True,False,False,False,False,False,5
76.0,0.51,11.26,47.0,0.49,9.55,13.17,69.76,64.0,-0.18363,49,False,False,False,False,False,False,3
80.0,0.51,11.25,48.0,0.49,9.55,13.17,70.1,67.0,-0.18526,49,False,False,False,False,False,False,3
75.0,0.51,11.27,47.0,0.5,9.56,13.17,70.03,61.0,-0.18308,49,False,False,False,False,False,False,3
76.0,0.51,11.3,47.0,0.5,9.58,13.17,69.78,64.0,-0.18327,49,False,False,False,False,False,False,3
50.0,0.2,6.1,16.0,0.22,4.95,4.32,1.28,5.0,-0.09636,78,False,False,True,True,False,False,3
58.0,0.21,6.06,22.0,0.22,4.91,4.29,1.42,7.0,-0.09709,78,False,False,True,True,False,False,3
69.0,0.76,17.64,85.0,0.74,15.22,15.59,60.72,60.0,-0.23175,82,False,False,False,True,False,False,2
48.0,0.2,6.08,16.0,0.22,4.94,4.31,1.29,5.0,-0.09499,78,False,False,True,True,False,False,3
14.0,1.23,14.32,40.0,1.22,11.51,10.46,95.65,36.0,-0.14535,2,False,False,False,False,False,False,4
13.0,1.23,14.32,37.0,1.22,11.51,10.47,95.69,32.0,-0.1449,2,False,False,False,False,False,False,4
32.0,1.2,13.74,37.0,1.2,11.12,10.74,98.58,47.0,-0.15859,95,False,False,False,False,False,False,4
58.0,1.14,6.94,96.0,1.01,13.51,13.17,32.2,16.0,-0.06148,115,True,False,False,False,True,False,5
69.0,1.15,6.95,98.0,1.01,13.51,13.17,32.31,22.0,-0.06254,115,True,False,False,False,True,False,4
68.0,1.01,3.58,51.0,1.01,13.51,13.17,96.19,50.0,0.02245,39,False,True,False,False,False,True,3
53.0,1.15,6.94,95.0,1.01,13.51,13.17,32.6,11.0,-0.06052,115,True,False,False,False,True,False,5
55.0,1.15,6.93,95.0,1.01,13.51,13.17,32.42,12.0,-0.06067,115,True,False,False,False,True,False,5
34.0,0.69,8.39,61.0,0.7,6.81,6.07,87.95,35.0,-0.11111,0,False,False,False,False,False,False,4
34.0,0.7,8.46,61.0,0.7,6.85,6.09,87.7,35.0,-0.11217,0,False,False,False,False,False,False,4
74.0,0.92,3.7,75.0,0.9,3.55,3.55,98.8,74.0,-0.00976,65,False,False,False,True,False,False,3
91.0,0.94,17.7,92.0,1.01,13.51,13.17,96.47,99.0,-0.20062,43,False,False,True,False,False,False,2
8.0,1.02,19.17,66.0,1.02,15.68,15.32,92.12,61.0,-0.21569,117,True,False,False,False,False,False,4
67.0,0.94,17.57,25.0,0.94,14.2,14.03,99.01,32.0,-0.20562,43,False,False,False,False,False,False,2
70.0,1.61,18.53,87.0,1.61,15.0,14.18,97.65,76.0,-0.2402,4,False,False,False,True,False,False,4
75.0,0.92,17.12,76.0,1.01,13.51,13.17,92.84,66.0,-0.18106,111,True,False,False,False,False,False,2
82.0,0.62,7.64,87.0,0.51,6.23,5.96,7.56,71.0,-0.09482,33,False,False,True,False,True,False,2
80.0,0.61,7.58,86.0,0.5,6.2,5.94,7.47,68.0,-0.09338,33,False,False,True,False,True,False,2
84.0,1.02,19.29,90.0,1.02,15.89,14.84,95.67,97.0,-0.21319,43,False,False,True,False,False,False,4
85.0,0.96,17.38,87.0,0.95,14.32,14.47,95.13,83.0,-0.21301,25,False,False,False,False,False,False,2
6.0,1.0,18.7,7.0,1.01,13.51,13.17,97.64,10.0,-0.18269,43,False,False,False,False,False,False,3
39.0,1.01,4.08,37.0,0.94,3.76,3.84,98.19,39.0,-0.00694,63,False,False,False,True,False,False,2
33.0,1.16,13.31,77.0,1.15,10.69,9.5,97.62,62.0,-0.17824,2,True,False,False,True,False,False,4
52.0,0.9,3.67,51.0,0.85,3.4,3.24,97.34,65.0,-0.00657,64,False,False,False,True,False,False,2
33.0,1.16,13.29,77.0,1.15,10.67,9.48,97.62,62.0,-0.17824,2,True,False,False,True,False,False,4
36.0,1.16,13.33,82.0,1.15,10.7,9.5,97.63,66.0,0.05005,2,True,False,False,True,False,False,4
23.0,0.98,3.94,7.0,0.92,3.66,3.44,98.26,13.0,-0.00843,71,False,False,False,True,False,False,3
71.0,1.61,18.52,87.0,1.61,15.0,14.18,97.66,76.0,-0.2402,4,False,False,False,True,False,False,4
72.0,1.08,22.02,28.0,1.06,18.33,16.61,82.69,91.0,-0.22078,87,True,False,False,False,True,False,1
78.0,0.9,18.76,91.0,0.91,15.9,15.41,74.1,93.0,-0.25761,31,False,False,False,True,False,False,3
84.0,0.9,18.84,95.0,0.92,15.98,15.49,74.32,95.0,-0.25987,31,False,False,False,True,False,False,3
78.0,0.9,18.82,91.0,0.92,15.96,15.45,74.29,93.0,-0.25732,31,False,False,False,True,False,False,3
45.0,1.08,22.44,20.0,1.04,18.03,15.83,79.62,3.0,-0.29255,86,False,False,False,False,True,False,1
45.0,1.08,22.42,21.0,1.04,18.01,15.82,79.55,3.0,-0.29243,86,False,False,False,False,True,False,1
99.0,0.9,21.02,94.0,0.88,16.85,15.67,63.4,63.0,-0.1727,87,True,False,False,True,False,False,1
41.0,1.08,22.42,20.0,1.04,18.01,15.83,79.61,2.0,-0.29217,86,False,False,False,False,True,False,1
12.0,1.19,23.26,12.0,1.17,18.59,16.34,89.59,31.0,-0.31341,45,False,True,False,False,False,True,4
12.0,1.19,23.22,12.0,1.17,18.57,16.33,89.5,33.0,-0.31386,45,False,True,False,False,False,True,4
67.0,0.99,18.05,48.0,0.99,14.54,13.85,97.74,22.0,-0.21259,117,False,False,False,False,False,False,3
67.0,0.95,17.6,26.0,0.94,14.23,14.05,99.02,33.0,-0.20551,43,False,False,False,False,False,False,3
65.0,1.0,18.08,47.0,0.99,14.56,13.86,97.73,19.0,-0.21223,117,False,False,False,False,False,False,3
33.0,1.58,7.76,31.0,1.42,6.39,5.61,48.7,13.0,-0.05346,12,True,False,False,True,False,False,4
70.0,0.54,6.7,56.0,0.44,5.19,13.17,7.5,67.0,-0.08983,78,False,False,True,False,True,False,3
72.0,0.54,6.69,59.0,0.44,5.19,13.17,7.47,72.0,-0.08951,78,False,False,True,False,True,False,3
52.0,1.39,15.94,74.0,1.39,12.84,12.2,98.58,70.0,-0.18942,97,False,False,False,False,False,False,3
52.0,1.07,4.72,59.0,1.01,4.01,3.64,60.97,32.0,-0.01894,40,False,False,False,True,False,False,3
26.0,0.74,9.14,19.0,0.76,7.38,13.17,7.61,79.0,-0.11318,16,False,False,False,False,True,False,2
79.0,1.11,22.05,73.0,1.1,18.02,16.21,86.91,51.0,-0.29173,55,False,False,True,True,False,False,2
24.0,0.74,9.22,18.0,0.76,7.44,13.17,7.54,78.0,-0.11284,16,False,False,False,False,True,False,2
23.0,0.96,3.94,39.0,0.93,3.74,3.4,95.56,28.0,-0.00524,61,False,False,False,True,False,False,3
52.0,1.08,4.73,49.0,1.02,4.02,3.65,61.35,20.0,-0.0187,40,False,False,False,False,True,False,3
62.0,1.07,4.69,65.0,1.02,3.99,3.61,61.53,38.0,-0.01866,40,False,False,False,True,False,False,3
33.0,1.1,12.6,50.0,1.19,10.34,9.11,8.9,15.0,-0.15222,16,True,False,False,False,True,False,3
35.0,0.76,13.2,35.0,0.97,11.9,13.17,3.9,16.0,-0.17243,17,False,False,False,True,False,False,3
38.0,1.1,12.6,52.0,1.19,10.32,9.1,8.95,19.0,-0.15327,16,True,False,False,False,True,False,3
57.0,0.25,7.35,58.0,0.17,5.71,13.17,1.3,30.0,-0.11634,5,False,False,True,False,True,False,2
63.0,0.22,7.3,65.0,0.16,5.67,13.17,1.1,56.0,-0.11658,5,False,False,True,False,True,False,2
35.0,0.92,4.96,36.0,0.84,4.07,3.85,40.47,34.0,-0.03638,115,False,False,False,False,True,False,4
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,115,False,False,False,False,True,False,3
40.0,0.37,2.19,36.0,0.47,2.16,2.3,36.32,86.0,0.03112,41,False,False,True,False,False,False,3
80.0,0.34,2.98,6.0,0.29,2.34,1.92,15.75,92.0,-0.03006,114,False,False,True,True,False,False,1
42.0,0.48,9.16,56.0,0.43,7.29,7.02,3.23,54.0,-0.12717,33,False,False,True,False,True,False,3
17.0,0.68,10.25,12.0,0.61,8.1,7.14,5.04,8.0,-0.14356,33,False,False,True,True,False,False,4
31.0,0.57,11.19,42.0,0.47,8.81,8.55,3.04,67.0,-0.17186,33,False,False,True,False,True,False,5
23.0,0.18,2.1,29.0,0.13,1.63,1.2,8.09,48.0,-0.02344,110,False,False,True,True,False,False,4
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,110,False,False,True,True,False,False,3
54.0,1.54,6.7,58.0,1.4,5.96,5.33,83.76,34.0,-0.0351,34,False,True,False,False,False,True,3
66.0,1.54,6.69,67.0,1.4,5.96,5.33,83.71,48.0,-0.03687,34,False,True,False,False,False,True,2
49.0,1.54,6.7,56.0,1.4,5.96,5.33,83.77,29.0,-0.03462,34,False,True,False,False,False,True,3
14.0,0.91,17.25,14.0,0.92,14.11,13.56,95.95,2.0,-0.16559,43,True,False,False,False,False,False,2
66.0,0.76,17.66,85.0,0.74,15.24,15.6,60.73,59.0,-0.23162,82,False,False,False,True,False,False,2
51.0,0.33,2.46,38.0,0.28,1.95,1.56,21.22,83.0,-0.01973,85,False,False,True,False,False,False,3
8.0,0.76,6.16,10.0,0.69,4.89,13.17,17.52,2.0,-0.07057,85,False,False,True,False,False,False,5
7.0,0.76,6.23,9.0,0.7,4.94,13.17,17.47,2.0,-0.07119,85,False,False,True,False,False,False,5
24.0,0.29,1.25,13.0,0.26,1.15,13.17,84.01,24.0,-0.00264,67,False,False,True,True,False,False,2
16.0,1.49,31.16,9.0,1.44,25.18,20.7,78.96,4.0,-0.40559,88,False,False,True,False,True,False,4
80.0,0.21,5.28,81.0,0.07,4.2,3.74,1.81,96.0,-0.07583,78,False,False,False,False,False,False,3
16.0,0.29,1.26,37.0,0.34,1.33,1.26,64.74,22.0,0.02117,84,False,False,True,False,False,False,4
90.0,0.86,16.62,78.0,0.86,13.46,11.67,91.59,44.0,-0.21516,45,False,False,True,False,False,False,1
89.0,0.86,16.63,76.0,0.86,13.47,11.68,91.64,42.0,-0.21486,45,False,False,True,False,False,False,1
89.0,0.86,16.61,76.0,0.86,13.46,11.67,91.6,40.0,-0.21456,45,False,False,True,False,False,False,1
63.0,1.53,17.48,76.0,1.52,14.04,13.17,98.47,75.0,-0.21022,99,False,False,False,False,False,False,4
42.0,0.53,6.47,52.0,0.42,5.14,13.17,7.85,57.0,-0.09012,78,False,True,False,False,False,True,3
2.0,1.47,30.77,10.0,1.44,24.85,20.99,78.15,41.0,-0.41389,45,False,False,True,True,False,False,5
8.0,1.23,22.92,14.0,1.22,19.1,13.17,90.02,87.0,-0.32886,14,False,False,True,False,False,False,5
5.0,1.01,16.41,9.0,1.01,13.51,13.17,87.57,35.0,-0.42146,30,False,False,True,True,False,False,3
2.0,1.58,33.02,16.0,1.54,26.53,13.17,78.76,69.0,-0.42235,55,False,False,True,True,False,False,5
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,27,False,True,False,False,False,True,3
45.0,1.56,33.21,75.0,1.5,27.31,13.17,75.38,88.0,-0.42612,88,False,False,True,False,True,False,5
14.0,1.15,20.85,15.0,1.13,17.05,13.17,93.94,54.0,-0.29663,27,False,False,True,False,False,False,4
11.0,1.15,20.84,12.0,1.13,17.05,13.17,93.96,47.0,-0.29637,27,False,False,True,False,False,False,4
4.0,0.64,8.36,7.0,0.63,6.86,13.17,75.72,2.0,-0.11028,0,False,False,False,True,False,False,4
12.0,1.15,20.86,14.0,1.13,17.06,13.17,93.9,48.0,-0.29626,27,False,False,True,False,False,False,4
50.0,1.57,8.18,86.0,1.56,7.45,7.13,42.93,2.0,-0.0715,114,False,False,True,False,True,False,4
9.0,1.23,22.9,14.0,1.22,19.07,13.17,90.1,88.0,-0.32917,14,False,False,True,False,False,False,5
7.0,1.01,16.41,14.0,1.01,13.51,13.17,87.57,33.0,-0.42257,30,False,False,True,True,False,False,3
3.0,1.58,33.0,17.0,1.54,26.51,13.17,78.76,72.0,-0.42254,55,False,False,True,True,False,False,5
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,27,False,True,False,False,False,True,3
47.0,1.55,33.19,77.0,1.5,27.28,13.17,75.43,89.0,-0.42636,88,False,False,True,False,True,False,4
35.0,1.02,19.27,43.0,1.02,15.5,13.58,99.75,16.0,-0.19787,43,False,False,False,False,False,False,3
54.0,0.59,9.26,51.0,0.49,7.28,6.7,4.87,64.0,-0.12773,33,False,False,True,False,True,False,3
58.0,1.21,5.02,61.0,1.09,4.42,3.96,95.05,44.0,-0.01993,70,True,False,False,True,False,False,3
28.0,1.12,20.76,41.0,1.1,16.96,13.17,91.65,69.0,-0.28543,27,False,False,True,False,False,False,3
52.0,0.91,10.68,59.0,0.92,8.65,13.17,97.06,46.0,-0.11196,94,False,False,False,False,False,False,3
36.0,1.02,19.29,44.0,1.02,15.51,13.59,99.75,17.0,-0.19819,43,False,False,False,False,False,False,3
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,40,False,True,False,False,False,True,3
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,117,False,True,False,False,False,True,3
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,113,False,True,False,False,False,True,3
32.0,1.08,20.44,24.0,1.08,16.56,15.19,96.56,4.0,-0.22116,43,False,False,False,False,False,False,4
35.0,1.15,13.28,28.0,1.14,10.7,9.74,96.52,9.0,-0.14622,2,False,False,False,False,False,False,4
44.0,1.01,16.41,73.0,1.01,13.51,13.17,87.57,36.0,-0.16424,90,True,False,False,False,False,False,3
24.0,1.06,19.98,50.0,1.06,16.16,14.93,96.95,55.0,-0.22095,43,False,False,False,False,False,False,4
66.0,1.01,16.41,83.0,1.01,13.51,13.17,87.57,92.0,-0.166,113,True,False,False,False,False,False,3
35.0,1.01,16.41,70.0,1.01,13.51,13.17,87.57,29.0,0.041,90,True,False,False,False,False,False,3
10.0,0.54,11.16,17.0,0.59,10.07,13.17,76.38,40.0,-0.16208,51,False,False,False,False,False,False,4
58.0,1.03,20.1,47.0,1.04,16.42,15.24,90.26,21.0,-0.14436,44,True,False,False,False,False,False,3
8.0,0.55,11.23,15.0,0.6,10.13,13.17,76.66,34.0,-0.16145,51,False,False,False,False,False,False,5
41.0,1.36,27.3,51.0,1.34,22.69,20.68,85.83,10.0,-0.33178,86,False,False,False,False,True,False,4
57.0,1.32,26.85,52.0,1.29,21.97,20.18,82.72,20.0,-0.28763,87,True,False,False,False,True,False,4
68.0,1.01,16.41,84.0,1.01,13.51,13.17,87.57,92.0,-0.166,113,True,False,False,False,False,False,3
42.0,1.01,16.41,73.0,1.01,13.51,13.17,87.57,34.0,0.041,90,True,False,False,False,False,False,3
100.0,0.75,6.37,95.0,0.66,5.23,13.17,16.64,87.0,-0.09432,59,False,False,True,False,False,False,2
100.0,0.75,6.37,89.0,0.66,5.22,13.17,16.54,75.0,-0.09286,59,False,False,True,False,False,False,2
65.0,1.03,20.09,55.0,1.04,16.42,15.24,90.28,27.0,-0.14587,44,True,False,False,False,False,False,3
54.0,1.05,20.25,46.0,1.04,16.43,15.58,92.25,17.0,-0.26315,45,False,False,True,False,False,False,3
91.0,1.32,27.28,86.0,1.28,22.31,19.09,79.91,86.0,-0.36915,88,False,False,True,False,True,False,3
42.0,1.08,20.43,30.0,1.08,16.56,15.2,96.56,5.0,-0.22242,43,False,False,False,False,False,False,4
47.0,1.15,13.27,37.0,1.14,10.69,9.73,96.44,10.0,-0.14795,2,False,False,False,False,False,False,4
39.0,1.04,19.43,34.0,1.03,15.63,13.17,97.53,82.0,-0.22403,43,False,False,False,False,False,False,3
42.0,1.04,19.45,36.0,1.03,15.64,13.17,97.6,82.0,-0.22478,43,False,False,False,False,False,False,3
38.0,1.04,19.44,33.0,1.03,15.64,13.17,97.56,81.0,-0.22429,43,False,False,False,False,False,False,4
94.0,0.8,9.52,87.0,0.81,7.78,13.17,91.39,86.0,-0.092,2,False,False,False,False,False,False,1
65.0,1.03,20.1,55.0,1.04,16.42,15.23,90.28,28.0,-0.14565,44,True,False,False,False,False,False,3
54.0,1.05,20.28,45.0,1.04,16.45,15.59,92.25,17.0,-0.26343,45,False,False,True,False,False,False,3
99.0,0.98,3.59,98.0,1.01,13.51,13.17,90.55,36.0,0.02349,40,False,False,False,False,True,False,2
100.0,0.99,3.62,99.0,1.01,13.51,13.17,90.66,42.0,0.02186,40,False,False,False,False,True,False,2
98.0,0.99,3.61,98.0,1.01,13.51,13.17,90.44,34.0,0.0227,40,False,False,False,False,True,False,2
49.0,1.36,27.3,54.0,1.34,22.68,20.67,85.78,12.0,-0.33314,86,False,False,False,False,True,False,4
62.0,1.32,26.84,52.0,1.29,21.96,20.17,82.71,23.0,-0.28894,87,True,False,False,False,True,False,4
1.0,0.3,9.06,1.0,0.28,7.18,5.62,35.23,25.0,-0.06674,83,False,False,False,True,False,False,5
7.0,1.01,16.41,5.0,1.01,13.51,13.17,87.57,7.0,-0.00901,39,False,True,False,False,False,True,3
32.0,1.01,16.41,12.0,1.01,13.51,13.17,87.57,41.0,-0.18416,111,True,False,False,False,False,False,3
36.0,1.01,16.41,16.0,1.01,13.51,13.17,87.57,61.0,0.01692,60,False,False,True,True,False,False,3
37.0,1.01,16.41,18.0,1.01,13.51,13.17,87.57,61.0,0.01692,60,False,False,True,True,False,False,3
30.0,1.01,16.41,15.0,1.01,13.51,13.17,87.57,59.0,0.01791,60,False,False,True,True,False,False,3
57.0,0.93,18.58,38.0,0.92,15.06,13.17,85.57,19.0,-0.25872,45,False,False,True,False,False,False,2
8.0,1.01,16.41,6.0,1.01,13.51,13.17,87.57,9.0,-0.00901,39,False,True,False,False,False,True,3
61.0,0.92,18.52,43.0,0.92,15.02,13.17,85.67,23.0,-0.26002,45,False,False,True,False,False,False,2
56.0,0.93,18.56,37.0,0.92,15.06,13.17,85.56,19.0,-0.25814,45,False,False,True,False,False,False,2
40.0,1.01,16.41,9.0,1.01,13.51,13.17,87.57,34.0,-0.18308,111,True,False,False,False,False,False,3
35.0,0.94,18.66,83.0,0.96,15.99,17.22,78.73,37.0,-0.20764,14,True,False,False,False,False,False,2
99.0,1.01,16.41,95.0,1.01,13.51,13.17,87.57,1.0,-0.16139,2,True,False,False,False,False,False,3
40.0,0.94,18.66,83.0,0.96,16.0,17.23,78.75,38.0,-0.2087,14,True,False,False,False,False,False,2
35.0,0.94,18.62,82.0,0.96,15.98,17.22,78.75,36.0,-0.20708,14,True,False,False,False,False,False,2
14.0,1.34,24.18,64.0,1.28,19.44,17.6,94.73,97.0,-0.33092,27,False,False,True,False,False,False,5
15.0,1.34,24.18,68.0,1.28,19.44,17.59,94.74,98.0,-0.33168,27,False,False,True,False,False,False,5
13.0,1.34,24.17,64.0,1.28,19.44,17.59,94.82,97.0,-0.33102,27,False,False,True,False,False,False,5
21.0,0.88,16.69,16.0,0.88,13.86,12.2,95.15,12.0,-0.15963,43,False,False,False,False,False,False,1
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,41,False,True,False,False,False,True,3
100.0,0.1,15.05,100.0,0.12,13.62,13.17,1.16,83.0,0.01154,111,False,True,False,False,False,True,3
99.0,0.1,15.04,99.0,0.12,13.62,13.17,1.16,79.0,0.01264,111,False,True,False,False,False,True,3
64.0,0.12,4.83,55.0,0.13,5.54,13.17,18.42,94.0,-0.03992,51,True,False,False,True,False,False,2
65.0,0.12,4.85,60.0,0.13,5.56,13.17,17.93,93.0,-0.03945,51,True,False,False,True,False,False,3
62.0,0.12,4.84,56.0,0.13,5.55,13.17,18.24,95.0,-0.03882,51,True,False,False,True,False,False,3
42.0,1.01,11.77,54.0,1.02,9.65,9.58,94.32,57.0,-0.13768,113,False,False,False,False,False,False,3
29.0,1.01,11.78,45.0,1.02,9.66,9.59,94.28,44.0,-0.13516,113,False,False,False,False,False,False,2
35.0,1.01,11.78,50.0,1.02,9.66,9.59,94.28,52.0,-0.13629,113,False,False,False,False,False,False,3
51.0,1.01,16.41,20.0,1.01,13.51,13.17,87.57,49.0,0.08137,44,True,False,False,False,False,False,3
31.0,1.01,11.75,46.0,1.02,9.63,9.58,94.31,45.0,-0.13531,113,False,False,False,False,False,False,3
28.0,1.08,20.43,23.0,1.08,16.56,15.22,96.59,3.0,-0.22037,43,False,False,False,False,False,False,4
32.0,1.15,13.29,24.0,1.14,10.72,9.74,96.48,9.0,-0.14583,2,False,False,False,False,False,False,4
28.0,1.01,18.19,8.0,0.99,14.91,13.17,95.14,24.0,-0.24287,25,False,False,True,False,False,False,3
31.0,1.0,18.14,8.0,0.99,14.87,13.17,95.03,26.0,-0.24308,25,False,False,True,False,False,False,3
28.0,1.01,18.18,7.0,0.99,14.89,13.17,95.2,24.0,-0.24242,25,False,False,True,False,False,False,3
54.0,1.03,20.13,44.0,1.04,16.45,15.25,90.28,19.0,-0.14357,44,True,False,False,False,False,False,3
87.0,0.86,15.93,63.0,0.87,13.53,14.06,91.09,68.0,-0.18176,26,True,False,False,False,False,False,2
40.0,1.36,27.29,49.0,1.34,22.7,20.68,85.76,9.0,-0.33118,86,False,False,False,False,True,False,4
55.0,1.32,26.84,51.0,1.29,21.96,20.17,82.76,19.0,-0.28674,87,True,False,False,False,True,False,4
22.0,1.01,16.41,35.0,1.01,13.51,13.17,87.57,95.0,-0.32858,29,False,False,False,True,False,False,3
24.0,1.01,16.41,37.0,1.01,13.51,13.17,87.57,96.0,-0.32885,29,False,False,False,True,False,False,3
21.0,1.01,16.41,34.0,1.01,13.51,13.17,87.57,95.0,-0.32858,29,False,False,False,True,False,False,3
73.0,0.94,17.01,98.0,0.95,14.44,14.64,94.31,99.0,-0.20807,25,False,False,False,False,False,False,2
79.0,0.94,17.01,98.0,0.95,14.44,14.63,94.28,99.0,-0.20936,25,False,False,False,False,False,False,2
69.0,0.94,17.0,98.0,0.95,14.44,14.65,94.28,98.0,-0.20664,25,False,False,False,False,False,False,2
74.0,0.94,17.01,98.0,0.95,14.44,14.64,94.33,99.0,-0.20845,25,False,False,False,False,False,False,2
70.0,0.94,17.0,98.0,0.95,14.43,14.64,94.29,98.0,-0.20691,25,False,False,False,False,False,False,2
28.0,1.09,20.46,23.0,1.08,16.58,15.22,96.56,3.0,-0.2203,43,False,False,False,False,False,False,4
32.0,1.15,13.29,25.0,1.14,10.71,9.75,96.57,9.0,-0.14615,2,False,False,False,False,False,False,4
45.0,0.44,13.13,7.0,0.46,11.13,13.17,38.94,78.0,-0.16245,49,False,False,False,False,False,False,3
47.0,0.44,13.17,7.0,0.46,11.15,13.17,38.77,80.0,-0.16256,49,False,False,False,False,False,False,3
45.0,0.44,13.1,7.0,0.46,11.11,13.17,38.88,78.0,-0.16187,49,False,False,False,False,False,False,3
40.0,1.36,27.3,50.0,1.34,22.7,20.68,85.75,9.0,-0.33151,86,False,False,False,False,True,False,4
55.0,1.32,26.88,51.0,1.29,21.99,20.19,82.8,19.0,-0.28703,87,True,False,False,False,True,False,4
